election_type,province_number,province,district,subdistrict,บช_ผู้มาใช้สิทธิ์,บช_ผู้มีสิทธิ์,party,votes
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,พลังประชารัฐ,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,153,199,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,427,565,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,262,363,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,210,250,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,238,328,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,316,438,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,250,368,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,256,373,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,287,374,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,257,300,พลังประชารัฐ,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,467,612,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,460,697,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,201,258,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,333,555,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,233,335,พลังประชารัฐ,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,473,592,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,120,167,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,743,1004,พลังประชารัฐ,4
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,692,1011,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,752,1018,พลังประชารัฐ,5
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,578,749,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,242,333,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,379,479,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,517,674,พลังประชารัฐ,4
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,411,608,พลังประชารัฐ,7
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,135,186,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,529,657,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,469,605,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,470,578,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,730,968,พลังประชารัฐ,5
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,535,684,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,447,554,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,พลังประชารัฐ,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,พลังประชารัฐ,6
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,,,799,800,พลังประชารัฐ,3
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,2
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,,,482,482,พลังประชารัฐ,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,307,385,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,451,544,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,521,636,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,631,841,ภูมิใจไทย,19
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,258,335,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,593,776,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,500,616,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,0,0,ภูมิใจไทย,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,ภูมิใจไทย,28
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,390,482,ภูมิใจไทย,22
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,671,996,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,370,470,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,484,640,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,142,177,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,559,862,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,318,418,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,229,303,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,274,354,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,ม่อนปิ่น,717,971,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,403,520,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,310,399,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,489,616,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,189,221,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,487,676,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,315,406,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,338,400,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,493,646,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,278,342,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,320,416,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,501,733,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,430,609,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,624,933,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,640,917,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,723,1070,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,473,6636,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,344,464,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,234,462,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,264,360,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,624,862,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,625,907,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,389,499,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,549,724,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,191,285,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,453,610,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,359,483,ภูมิใจไทย,13
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,371,463,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,318,448,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,458,608,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,425,576,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,414,582,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,608,793,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,555,706,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,501,631,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,169,226,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,265,469,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,ภูมิใจไทย,17
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,523,683,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,472,682,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,403,482,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,441,580,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,215,251,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,265,321,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,444,710,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,213,287,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,584,728,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,242,329,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,350,512,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,563,722,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,ภูมิใจไทย,22
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,500,610,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,167,207,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,522,692,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,297,386,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,209,630,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,360,414,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,328,393,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,346,763,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,265,315,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,268,331,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,310,406,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,507,674,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,298,372,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,508,639,ภูมิใจไทย,14
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,380,880,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,292,531,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,405,694,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,499,681,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,435,562,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,386,532,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,614,846,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,396,530,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,295,373,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,264,347,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,367,488,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,308,382,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,308,365,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,284,377,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,407,593,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,469,579,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,ภูมิใจไทย,15
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,479,623,ภูมิใจไทย,11
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,301,403,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,330,433,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,607,824,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,101,118,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,ภูมิใจไทย,12
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,0,0,ภูมิใจไทย,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,ภูมิใจไทย,14
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,597,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,ภูมิใจไทย,14
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,ภูมิใจไทย,9
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,287,382,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,647,837,ภูมิใจไทย,19
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,274,328,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,161,206,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,303,396,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,141,170,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,129,168,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,195,253,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,169,239,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,195,378,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,226,394,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,290,408,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,274,396,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,308,448,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,188,235,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,195,291,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,434,567,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,215,242,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,211,288,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,216,271,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,318,416,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,317,442,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,340,429,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,379,520,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,539,740,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,171,226,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,310,412,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,170,230,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,287,404,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,462,522,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,212,287,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,270,361,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,406,530,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,222,288,ภูมิใจไทย,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,520,782,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,262,355,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,412,577,ภูมิใจไทย,4
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,302,421,ภูมิใจไทย,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,336,445,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,556,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,327,441,ภูมิใจไทย,5
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,194,275,ภูมิใจไทย,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,387,501,ภูมิใจไทย,6
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,557,763,ภูมิใจไทย,10
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,519,ภูมิใจไทย,7
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,527,752,ภูมิใจไทย,18
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,656,901,ภูมิใจไทย,8
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,131,167,ภูมิใจไทย,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,255,375,ภูมิใจไทย,5
