election_type,province_number,province,district,subdistrict,บช_ผู้มาใช้สิทธิ์,บช_ผู้มีสิทธิ์,party,votes
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,338,400,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,493,646,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,278,342,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,320,416,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,501,733,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,430,609,ชาติไทยพัฒนา,3
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,624,933,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,640,917,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,723,1070,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,473,6636,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,344,464,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,234,462,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,264,360,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,624,862,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,625,907,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,389,499,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,549,724,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,191,285,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,453,610,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,359,483,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,371,463,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,318,448,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,458,608,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,425,576,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,414,582,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,608,793,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,555,706,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,501,631,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,169,226,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,เวียง,265,469,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,523,683,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,472,682,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,403,482,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,441,580,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,215,251,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,265,321,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,444,710,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,213,287,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,584,728,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,242,329,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,350,512,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,563,722,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,500,610,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,167,207,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่คะ,522,692,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,297,386,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,209,630,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,360,414,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,328,393,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,346,763,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,265,315,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,268,331,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,310,406,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,507,674,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,298,372,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,508,639,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,380,880,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,292,531,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,405,694,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,499,681,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่งอน,435,562,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,386,532,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,614,846,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,396,530,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,295,373,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,264,347,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,367,488,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,308,382,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,308,365,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,284,377,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,407,593,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,469,579,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,479,623,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,301,403,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,330,433,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,607,824,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,แม่สูน,101,118,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,0,0,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,597,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,287,382,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,647,837,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,274,328,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,161,206,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,303,396,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,141,170,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,129,168,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,บ้านหลวง,195,253,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,169,239,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,195,378,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,226,394,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,290,408,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,274,396,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,308,448,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,188,235,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,195,291,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,434,567,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,215,242,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,211,288,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,216,271,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,318,416,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,317,442,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,340,429,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,379,520,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,539,740,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,171,226,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,310,412,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,170,230,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,287,404,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,462,522,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,212,287,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,270,361,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,406,530,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,222,288,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,520,782,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,262,355,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,412,577,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,302,421,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,336,445,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,556,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,327,441,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,194,275,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,387,501,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,557,763,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,519,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,527,752,ชาติไทยพัฒนา,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,656,901,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่นาวาง,131,167,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,255,375,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,520,726,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,428,537,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,163,202,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,244,307,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,370,463,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,638,926,ชาติไทยพัฒนา,3
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,283,397,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,285,345,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,433,560,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,383,458,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,226,342,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่สาว,153,199,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,427,565,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,262,363,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,210,250,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,238,328,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,316,438,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,250,368,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,256,373,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,287,374,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,257,300,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,467,612,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,460,697,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,201,258,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,333,555,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,233,335,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,473,592,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,แม่อาย,แม่อาย,120,167,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,743,1004,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,692,1011,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,752,1018,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,578,749,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,242,333,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,379,479,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,517,674,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,411,608,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,ปงตำ,135,186,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,529,657,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,469,605,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,470,578,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,730,968,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,535,684,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,447,554,ชาติไทยพัฒนา,2
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,ชาติไทยพัฒนา,1
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,799,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,800,800,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,,,482,482,ชาติไทยพัฒนา,0
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,307,385,บัตรเสีย,13
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,451,544,บัตรเสีย,16
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,521,636,บัตรเสีย,29
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,631,841,บัตรเสีย,26
บัญชีรายชื่อ,7,เชียงใหม่,ฝาง,สันทราย,258,335,บัตรเสีย,11
