election_type,province_number,province,district,subdistrict,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,party,votes
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,370,463,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,638,926,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,283,397,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,285,345,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,433,560,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,383,458,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,226,342,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,153,199,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,427,565,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,262,363,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,210,250,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,238,328,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,316,438,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,250,368,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,256,373,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,287,374,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,257,300,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,467,612,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,460,697,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,201,258,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,333,555,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,233,335,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,473,592,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,120,167,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,743,1004,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,692,1011,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,752,1018,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,578,749,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,242,333,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,379,479,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,517,674,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,411,608,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,135,186,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,529,657,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,469,605,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,470,578,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,730,968,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,535,684,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,447,554,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,799,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,800,800,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,,,482,482,แผ่นดินธรรม,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,307,385,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,451,544,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,521,636,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,631,841,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,258,335,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,593,776,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,500,616,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,414,536,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,390,482,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,671,996,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,370,470,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,484,640,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,142,177,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,559,862,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,318,418,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,229,303,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,274,354,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,717,971,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,403,520,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,310,399,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,489,616,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,189,221,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,487,676,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,315,406,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,338,400,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,493,646,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,278,342,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,320,416,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,733,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,430,609,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,933,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,640,917,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,723,1070,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,473,6636,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,344,464,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,234,462,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,264,360,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,862,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,625,907,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,389,499,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,549,724,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,191,285,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,453,610,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,359,483,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,371,463,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,318,448,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,458,608,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,425,576,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,414,582,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,608,793,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,555,706,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,631,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,169,226,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,265,469,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,523,683,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,472,682,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,403,482,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,441,580,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,215,251,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,265,321,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,444,710,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,213,287,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,584,728,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,242,329,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,350,512,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,563,722,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,500,610,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,167,207,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,522,692,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,297,386,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,209,630,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,360,414,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,328,393,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,346,763,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,265,315,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,268,331,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,310,406,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,507,674,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,298,372,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,508,639,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,380,880,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,292,531,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,405,694,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,499,681,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,435,562,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,386,532,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,614,846,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,396,530,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,295,373,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,264,347,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,367,488,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,382,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,365,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,284,377,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,407,593,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,469,579,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,479,623,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,301,403,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,330,433,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,607,824,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,101,118,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,518,727,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,497,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,287,382,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,647,837,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,274,328,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,161,206,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,303,396,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,141,170,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,129,168,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,195,253,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,169,239,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,378,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,226,394,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,290,408,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,274,396,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,308,448,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,188,235,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,291,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,434,567,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,215,242,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,211,288,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,216,271,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,318,416,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,317,442,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,340,429,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,379,520,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,539,740,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,171,226,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,310,412,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,170,230,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,287,404,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,462,522,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,212,287,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,270,361,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,406,530,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,222,288,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,520,782,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,262,355,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,412,577,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,302,421,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,336,445,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,556,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,327,441,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,194,275,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,387,501,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,557,763,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,519,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,527,752,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,656,901,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,131,167,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,255,375,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,520,726,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,428,537,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,163,202,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,244,307,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,370,463,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,638,926,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,283,397,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,285,345,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,433,560,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,383,458,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,226,342,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,แรงงานสร้างชาติ,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,แรงงานสร้างชาติ,0
