election_type,province_number,province,district,subdistrict,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,party,votes
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,631,841,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,258,335,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,593,776,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,500,616,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,414,536,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,390,482,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,671,996,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,370,470,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,484,640,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,142,177,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,559,862,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,318,418,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,229,303,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,274,354,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,717,971,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,403,520,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,310,399,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,489,616,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,189,221,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,487,676,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,315,406,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,338,400,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,493,646,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,278,342,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,320,416,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,733,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,430,609,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,933,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,640,917,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,723,1070,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,473,6636,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,344,464,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,234,462,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,264,360,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,624,862,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,625,907,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,389,499,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,549,724,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,191,285,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,453,610,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,359,483,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,371,463,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,318,448,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,458,608,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,425,576,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,414,582,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,608,793,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,555,706,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,501,631,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,169,226,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,เวียง,265,469,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,391,498,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,541,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,421,542,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,335,425,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,337,444,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,287,373,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,543,687,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,358,479,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,628,763,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,367,494,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,419,546,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,278,339,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,469,586,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่ข่า,295,370,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,523,683,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,472,682,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,403,482,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,441,580,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,215,251,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,265,321,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,444,710,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,213,287,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,584,728,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,242,329,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,350,512,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,563,722,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,636,1089,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,500,610,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,167,207,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่คะ,522,692,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,297,386,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,209,630,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,360,414,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,328,393,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,346,763,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,265,315,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,268,331,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,310,406,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,507,674,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,298,372,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,508,639,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,380,880,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,292,531,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,405,694,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,499,681,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่งอน,435,562,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,386,532,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,614,846,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,617,7999,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,396,530,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,295,373,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,264,347,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,367,488,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,382,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,308,365,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,284,377,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,407,593,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,469,579,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,725,1000,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,479,623,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,301,403,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,330,433,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,607,824,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,แม่สูน,101,118,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,214,275,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,327,413,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,502,794,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,269,356,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,348,415,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,462,610,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,โป่งน้ำร้อน,324,418,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,448,647,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,81,139,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,500,741,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,332,527,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,523,953,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,516,982,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,252,418,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,650,889,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,458,640,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,461,742,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,199,305,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,495,718,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,505,933,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,525,804,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,197,284,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,467,692,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,125,199,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,264,382,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,518,727,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,ท่าตอน,504,867,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,364,497,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,283,404,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,254,353,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,520,674,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,339,454,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,287,382,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,647,837,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,274,328,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,161,206,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,303,396,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,141,170,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,129,168,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,บ้านหลวง,195,253,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,169,239,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,378,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,226,394,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,290,408,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,274,396,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,308,448,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,188,235,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,195,291,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,มะลิกา,151,196,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,434,567,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,215,242,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,211,288,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,216,271,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,318,416,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,317,442,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,340,429,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,379,520,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,539,740,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,171,226,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,310,412,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,สันต้นหมื้อ,170,230,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,287,404,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,462,522,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,212,287,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,270,361,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,406,530,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,222,288,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,520,782,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,262,355,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,412,577,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,302,421,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,336,445,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,556,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,327,441,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,194,275,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,387,501,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,557,763,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,418,519,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,527,752,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,656,901,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่นาวาง,131,167,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,255,375,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,520,726,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,428,537,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,163,202,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,244,307,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,370,463,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,638,926,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,283,397,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,285,345,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,433,560,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,383,458,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,226,342,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,414,540,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,698,926,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,236,292,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,346,436,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่สาว,153,199,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,427,565,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,262,363,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,210,250,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,238,328,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,316,438,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,250,368,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,256,373,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,287,374,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,257,300,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,467,612,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,460,697,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,201,258,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,333,555,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,233,335,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,473,592,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,แม่อาย,แม่อาย,120,167,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,743,1004,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,692,1011,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,752,1018,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,578,749,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,242,333,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,379,479,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,517,674,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,411,608,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,ปงตำ,135,186,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,529,657,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,469,605,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,470,578,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,730,968,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,535,684,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,447,554,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,363,460,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,388,509,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ไชยปราการ,แม่ทะลบ,410,537,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,799,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,800,800,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,,,482,482,ชาติพัฒนากล้า,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,307,385,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,451,544,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,521,636,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,631,841,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,258,335,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,593,776,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,สันทราย,500,616,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,414,536,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,719,935,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,542,756,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,363,467,ชาติรุ่งเรือง,0
สส เขต,7,เชียงใหม่,ฝาง,ม่อนปิ่น,190,234,ชาติรุ่งเรือง,0
