รหัสจังหวัด,จังหวัด,เขต,อำเภอ,ตำบล,หมู่,หมายเลขหน่วยเลือกตั้ง,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,ชื่อพรรค,คะแนน
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,202
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,115
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,7,นายไกร ดาบธรรม,พลังประชารัฐ,41
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,14,17,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,1,นายอดุลย์ บุญใส,ภูมิใจไทย,36
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,2,นายสมดุลย์ อุตเจริญ,ประชาชน,32
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,4,นายสันติ ตันสุหัช,ก้าวอิสระ,6
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,84
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,45
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,7,นายไกร ดาบธรรม,พลังประชารัฐ,79
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,18,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,0
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,1,นายอดุลย์ บุญใส,ภูมิใจไทย,30
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,2,นายสมดุลย์ อุตเจริญ,ประชาชน,39
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,181
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,39
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,7,นายไกร ดาบธรรม,พลังประชารัฐ,52
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,15,19,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,0
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,1,นายอดุลย์ บุญใส,ภูมิใจไทย,1
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,2,นายสมดุลย์ อุตเจริญ,ประชาชน,32
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,116
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,6
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,7,นายไกร ดาบธรรม,พลังประชารัฐ,19
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,ม่อนปิ่น,16,20,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,0
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,1,นายอดุลย์ บุญใส,ภูมิใจไทย,10
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,2,นายสมดุลย์ อุตเจริญ,ประชาชน,48
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,82
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,64
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,7,นายไกร ดาบธรรม,พลังประชารัฐ,43
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,2,1,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,1,นายอดุลย์ บุญใส,ภูมิใจไทย,17
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,2,นายสมดุลย์ อุตเจริญ,ประชาชน,92
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,21
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,4,นายสันติ ตันสุหัช,ก้าวอิสระ,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,123
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,134
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,7,นายไกร ดาบธรรม,พลังประชารัฐ,45
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,3,2,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,17
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,1,นายอดุลย์ บุญใส,ภูมิใจไทย,9
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,2,นายสมดุลย์ อุตเจริญ,ประชาชน,72
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,86
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,75
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,7,นายไกร ดาบธรรม,พลังประชารัฐ,33
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,แม่ข่า,"4,5",3,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,1,นายอดุลย์ บุญใส,ภูมิใจไทย,30
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,2,นายสมดุลย์ อุตเจริญ,ประชาชน,122
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,4,นายสันติ ตันสุหัช,ก้าวอิสระ,8
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,193
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,121
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,7,นายไกร ดาบธรรม,พลังประชารัฐ,37
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,14
50,เชียงใหม่,7,ฝาง,แม่ข่า,6,4,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,11
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,1,นายอดุลย์ บุญใส,ภูมิใจไทย,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,2,นายสมดุลย์ อุตเจริญ,ประชาชน,92
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,4,นายสันติ ตันสุหัช,ก้าวอิสระ,14
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,56
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,99
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,7,นายไกร ดาบธรรม,พลังประชารัฐ,31
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,7,5,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,1,นายอดุลย์ บุญใส,ภูมิใจไทย,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,2,นายสมดุลย์ อุตเจริญ,ประชาชน,43
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,269
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,39
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,7,นายไกร ดาบธรรม,พลังประชารัฐ,24
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,แม่ข่า,8,6,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,1,นายอดุลย์ บุญใส,ภูมิใจไทย,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,2,นายสมดุลย์ อุตเจริญ,ประชาชน,38
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,4
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,4,นายสันติ ตันสุหัช,ก้าวอิสระ,0
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,59
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,99
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,7,นายไกร ดาบธรรม,พลังประชารัฐ,20
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,แม่ข่า,9,7,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,1,นายอดุลย์ บุญใส,ภูมิใจไทย,19
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,2,นายสมดุลย์ อุตเจริญ,ประชาชน,108
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,7
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,4,นายสันติ ตันสุหัช,ก้าวอิสระ,9
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,150
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,90
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,7,นายไกร ดาบธรรม,พลังประชารัฐ,32
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,แม่ข่า,10,8,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,9
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,1,นายอดุลย์ บุญใส,ภูมิใจไทย,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,2,นายสมดุลย์ อุตเจริญ,ประชาชน,52
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,4,นายสันติ ตันสุหัช,ก้าวอิสระ,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,133
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,55
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,7,นายไกร ดาบธรรม,พลังประชารัฐ,18
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,"1,11",9,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,1,นายอดุลย์ บุญใส,ภูมิใจไทย,14
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,2,นายสมดุลย์ อุตเจริญ,ประชาชน,78
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,80
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,105
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,7,นายไกร ดาบธรรม,พลังประชารัฐ,21
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,12,10,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,1,นายอดุลย์ บุญใส,ภูมิใจไทย,9
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,2,นายสมดุลย์ อุตเจริญ,ประชาชน,46
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,3
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,53
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,70
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,7,นายไกร ดาบธรรม,พลังประชารัฐ,16
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,แม่ข่า,13,11,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,1,นายอดุลย์ บุญใส,ภูมิใจไทย,17
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,2,นายสมดุลย์ อุตเจริญ,ประชาชน,72
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,215
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,111
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,7,นายไกร ดาบธรรม,พลังประชารัฐ,71
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,แม่คะ,1,1,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,1,นายอดุลย์ บุญใส,ภูมิใจไทย,26
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,2,นายสมดุลย์ อุตเจริญ,ประชาชน,83
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,4,นายสันติ ตันสุหัช,ก้าวอิสระ,5
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,200
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,59
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,7,นายไกร ดาบธรรม,พลังประชารัฐ,53
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,แม่คะ,2,2,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,5
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,1,นายอดุลย์ บุญใส,ภูมิใจไทย,16
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,2,นายสมดุลย์ อุตเจริญ,ประชาชน,47
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,94
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,29
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,7,นายไกร ดาบธรรม,พลังประชารัฐ,19
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,แม่คะ,3,3,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,1,นายอดุลย์ บุญใส,ภูมิใจไทย,8
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,2,นายสมดุลย์ อุตเจริญ,ประชาชน,44
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,4,นายสันติ ตันสุหัช,ก้าวอิสระ,1
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,120
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,114
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,7,นายไกร ดาบธรรม,พลังประชารัฐ,15
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,6
50,เชียงใหม่,7,ฝาง,แม่คะ,4,4,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,8
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,1,นายอดุลย์ บุญใส,ภูมิใจไทย,11
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,2,นายสมดุลย์ อุตเจริญ,ประชาชน,85
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,4,นายสันติ ตันสุหัช,ก้าวอิสระ,4
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,189
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,154
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,7,นายไกร ดาบธรรม,พลังประชารัฐ,67
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,2
50,เชียงใหม่,7,ฝาง,แม่คะ,5,5,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,7
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,1,นายอดุลย์ บุญใส,ภูมิใจไทย,17
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,2,นายสมดุลย์ อุตเจริญ,ประชาชน,70
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,6
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,4,นายสันติ ตันสุหัช,ก้าวอิสระ,2
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,77
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,31
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,7,นายไกร ดาบธรรม,พลังประชารัฐ,38
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,3
50,เชียงใหม่,7,ฝาง,แม่คะ,6,6,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,1,นายอดุลย์ บุญใส,ภูมิใจไทย,9
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,2,นายสมดุลย์ อุตเจริญ,ประชาชน,81
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,5
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,4,นายสันติ ตันสุหัช,ก้าวอิสระ,6
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,73
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,46
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,7,นายไกร ดาบธรรม,พลังประชารัฐ,52
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,แม่คะ,6,7,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,1,นายอดุลย์ บุญใส,ภูมิใจไทย,20
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,2,นายสมดุลย์ อุตเจริญ,ประชาชน,75
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,2
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,4,นายสันติ ตันสุหัช,ก้าวอิสระ,13
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,146
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,102
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,7,นายไกร ดาบธรรม,พลังประชารัฐ,58
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1
50,เชียงใหม่,7,ฝาง,แม่คะ,7,8,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,4
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,1,นายอดุลย์ บุญใส,ภูมิใจไทย,9
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,2,นายสมดุลย์ อุตเจริญ,ประชาชน,39
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,4,นายสันติ ตันสุหัช,ก้าวอิสระ,0
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,5,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,57
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,6,นายนิธิกร วุฒินันชัย,เพื่อไทย,28
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,7,นายไกร ดาบธรรม,พลังประชารัฐ,22
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,8,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,0
50,เชียงใหม่,7,ฝาง,แม่คะ,8,9,9,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2
50,เชียงใหม่,7,ฝาง,แม่คะ,9,10,1,นายอดุลย์ บุญใส,ภูมิใจไทย,18
50,เชียงใหม่,7,ฝาง,แม่คะ,9,10,2,นายสมดุลย์ อุตเจริญ,ประชาชน,56
50,เชียงใหม่,7,ฝาง,แม่คะ,9,10,3,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,3
50,เชียงใหม่,7,ฝาง,แม่คะ,9,10,4,นายสันติ ตันสุหัช,ก้าวอิสระ,7
