unit_index,year,election_type,unit_type,district,subdistrict,village_no,precinct_no,set_no,latitude,longitude,winner_party,winner_candidate,winner_votes,runner_up_party,runner_up_votes,margin,total_votes_in_file,results,color,display_name
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_2,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,2.0,,19.929974,99.173273,ก้าวไกล,,139,เพื่อไทย,133,6,293,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 139}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 133}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 14}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 3}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 2
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_3,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,3.0,,19.919738,99.149769,ก้าวไกล,,239,เพื่อไทย,103,136,425,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 239}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 103}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 56}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 10}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 8}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 7}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 3
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_4,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,4.0,,19.936166,99.157583,ก้าวไกล,,108,เพื่อไทย,90,18,222,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 108}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 90}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 14}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 3}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 4
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_5,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,5.0,,19.934849,99.160002,ก้าวไกล,,165,เพื่อไทย,128,37,320,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 165}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 128}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 10}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 4}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 5
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_6,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,6.0,,19.941959,99.168052,เพื่อไทย,,200,ก้าวไกล,174,26,403,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 200}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 174}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 13}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 6
50_เชียงใหม่_7_อำเภอฝาง_โป่งน้ำร้อน_NA_7,2566,partylist,normal_precinct,ฝาง,โป่งน้ำร้อน,,7.0,,19.93971,99.160107,ก้าวไกล,,125,เพื่อไทย,109,16,280,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 125}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 109}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 27}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 4}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 4}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 4}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ฝาง / โป่งน้ำร้อน / หน่วย 7
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_1,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,1.0,,20.046742,99.335106,เพื่อไทย,,182,ก้าวไกล,138,44,365,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 182}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 138}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 26}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 8}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 1
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_2,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,2.0,,20.13831,99.516605,ก้าวไกล,,217,เพื่อไทย,133,84,430,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 217}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 133}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 53}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 11}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 4}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 2
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_3,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,3.0,,20.05643,99.36401,ก้าวไกล,,196,เพื่อไทย,106,90,402,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 196}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 106}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 58}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 23}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 7}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 4}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 3}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 3
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_4,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,4.0,,20.054641,99.368248,ก้าวไกล,,56,เพื่อไทย,44,12,155,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 56}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 44}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 31}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 19}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 1}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 4
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_5,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,5.0,,20.059775,99.385599,ก้าวไกล,,164,เพื่อไทย,142,22,369,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 164}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 142}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 31}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 9}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 7}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 5
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_6,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,6.0,,20.057725,99.413521,ก้าวไกล,,51,เพื่อไทย,44,7,105,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 51}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 44}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 5}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 6
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_7,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,7.0,,20.065706,99.43142,ก้าวไกล,,82,รวมไทยสร้างชาติ,64,18,212,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 82}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 64}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 54}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 5}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 7
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_8,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,8.0,,20.063602,99.448526,ก้าวไกล,,0,เสรีรวมไทย,0,0,0,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 0}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 0}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 0}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 8
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_9,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,9.0,,20.053415,99.46143,ก้าวไกล,,216,เพื่อไทย,113,103,407,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 216}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 113}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 48}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 14}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 5}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 5}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 9
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_10,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,10.0,,20.053415,99.46143,ก้าวไกล,,49,เพื่อไทย,14,35,72,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 49}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 14}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 10
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_11,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,11.0,,20.076615,99.488218,เพื่อไทย,,213,ก้าวไกล,167,46,403,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 213}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 167}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 7}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 7}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 2}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 11
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_12,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,12.0,,20.074797,99.492016,ก้าวไกล,,131,เพื่อไทย,52,79,208,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 131}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 52}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 12}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 4}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 12
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_13,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,13.0,,20.089435,99.480338,ก้าวไกล,,222,เพื่อไทย,46,176,312,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 222}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 46}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 25}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 8}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 13
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_14,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,14.0,,20.094386,99.525494,ก้าวไกล,,242,เพื่อไทย,69,173,376,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 242}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 69}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 39}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 5}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 5}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 3}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 14
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_15,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,15.0,,20.094386,99.525494,ก้าวไกล,,115,เพื่อไทย,29,86,162,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 115}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 29}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 7}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 15
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_16,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,16.0,,20.04635,99.519051,รวมไทยสร้างชาติ,,135,ก้าวไกล,115,20,446,"[{""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 135}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 115}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 85}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 83}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 10}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 7}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 5}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 3}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 3}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[25, 25, 112, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 16
50_เชียงใหม่_7_อำเภอแม่อาย_ท่าตอน_NA_17,2566,partylist,normal_precinct,แม่อาย,ท่าตอน,,17.0,,20.068805,99.498183,ภูมิใจไทย,,7,ก้าวไกล,0,7,7,"[{""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 7}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 0}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 0}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 0}]","[30, 144, 255, 190]",ปี 2566 / partylist / แม่อาย / ท่าตอน / หน่วย 17
