unit_index,year,election_type,unit_type,district,subdistrict,village_no,precinct_no,set_no,latitude,longitude,winner_party,winner_candidate,winner_votes,runner_up_party,runner_up_votes,margin,total_votes_in_file,results,color,display_name
50_เชียงใหม่_7_แม่อาย_แม่อาย_4_5,2569,constituency,normal_precinct,แม่อาย,แม่อาย,4,5.0,,20.031622,99.295594,พลังประชารัฐ,นายไกร ดาบธรรม,80,เพื่อไทย,55,25,223,"[{""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 80}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 55}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 54}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 26}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}]","[0, 80, 180, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 4 / หน่วย 5
50_เชียงใหม่_7_แม่อาย_แม่อาย_5_6,2569,constituency,normal_precinct,แม่อาย,แม่อาย,5,6.0,,18.314554,98.818276,พลังประชารัฐ,นายไกร ดาบธรรม,106,กล้าธรรม,57,49,246,"[{""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 106}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 57}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 45}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 31}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 3}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 2}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 1}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 0}]","[0, 80, 180, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 5 / หน่วย 6
50_เชียงใหม่_7_แม่อาย_แม่อาย_6_7,2569,constituency,normal_precinct,แม่อาย,แม่อาย,6,7.0,,18.312466,98.820038,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,124,พลังประชารัฐ,50,74,220,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 124}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 50}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 20}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 19}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 3}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 0}]","[60, 179, 113, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 6 / หน่วย 7
50_เชียงใหม่_7_แม่อาย_แม่อาย_7_8,2569,constituency,normal_precinct,แม่อาย,แม่อาย,7,8.0,,20.034652,99.298264,พลังประชารัฐ,นายไกร ดาบธรรม,175,กล้าธรรม,99,76,416,"[{""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 175}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 99}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 70}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 58}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 8}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 5}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 0}]","[0, 80, 180, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 7 / หน่วย 8
50_เชียงใหม่_7_แม่อาย_แม่อาย_8_9,2569,constituency,normal_precinct,แม่อาย,แม่อาย,8,9.0,,20.022685,99.272254,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,70,เพื่อไทย,67,3,234,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 70}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 67}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 54}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 26}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 9}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 3}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 2}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}]","[60, 179, 113, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 8 / หน่วย 9
50_เชียงใหม่_7_แม่อาย_แม่อาย_8_10,2569,constituency,normal_precinct,แม่อาย,แม่อาย,8,10.0,,20.022089,99.279524,พลังประชารัฐ,นายไกร ดาบธรรม,48,เพื่อไทย,47,1,170,"[{""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 48}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 47}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 37}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 34}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 1}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 0}]","[0, 80, 180, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 8 / หน่วย 10
50_เชียงใหม่_7_แม่อาย_แม่อาย_10_11,2569,constituency,normal_precinct,แม่อาย,แม่อาย,10,11.0,,20.094546,99.280179,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,98,พลังประชารัฐ,44,54,219,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 98}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 44}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 35}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 25}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 4}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 3}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}]","[60, 179, 113, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 10 / หน่วย 11
50_เชียงใหม่_7_แม่อาย_แม่อาย_11_12,2569,constituency,normal_precinct,แม่อาย,แม่อาย,11,12.0,,20.064851,99.236929,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,90,พลังประชารัฐ,35,55,176,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 90}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 35}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 21}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 20}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 4}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[60, 179, 113, 190]",ปี 2569 / constituency / แม่อาย / แม่อาย / 11 / หน่วย 12
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_1_1,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,1,1.0,,19.750173,99.145002,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,147,ประชาชน,85,62,323,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 147}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 85}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 55}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 20}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 10}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 2}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 1 / หน่วย 1
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_1_2,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,1,2.0,,19.73837,99.141944,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,122,ประชาชน,72,50,319,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 122}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 72}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 58}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 24}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 22}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 10}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 5}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 2}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 1 / หน่วย 2
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_2_3,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,2,3.0,,19.746027,99.129009,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,125,ประชาชน,103,22,386,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 125}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 103}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 80}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 23}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 22}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 14}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 11}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 5}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 3}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 2 / หน่วย 3
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_2_4,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,2,4.0,,19.746137,99.128942,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,161,ประชาชน,102,59,412,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 161}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 102}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 69}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 29}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 24}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 9}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 9}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 5}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 4}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 2 / หน่วย 4
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_2_5,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,2,5.0,,19.746023,99.12907,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,185,ประชาชน,127,58,429,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 185}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 127}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 72}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 13}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 10}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 9}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 6}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 5}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 2}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 2 / หน่วย 5
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_3_6,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,3,6.0,,19.746004,99.129017,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,193,ประชาชน,130,63,485,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 193}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 130}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 68}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 51}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 13}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 8}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 7}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 3}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 3 / หน่วย 6
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_4_7,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,4,7.0,,19.758836,99.150854,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,100,ประชาชน,45,55,197,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 100}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 45}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 27}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 8}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 1}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 1}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 4 / หน่วย 7
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_5_8,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,5,8.0,,19.759897,99.116637,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,202,ประชาชน,50,152,335,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 202}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 50}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 34}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 25}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 13}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 4}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 3}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 0}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 5 / หน่วย 8
50_เชียงใหม่_7_ไชยปราการ_ปงตำ_6_9,2569,constituency,normal_precinct,ไชยปราการ,ปงตำ,6,9.0,,19.765093,99.126048,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,148,ประชาชน,110,38,443,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 148}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 110}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 94}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 57}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 9}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 7}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 5}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}]","[60, 179, 113, 190]",ปี 2569 / constituency / ไชยปราการ / ปงตำ / 6 / หน่วย 9
