unit_index,year,election_type,unit_type,district,subdistrict,village_no,precinct_no,set_no,latitude,longitude,winner_party,winner_candidate,winner_votes,runner_up_party,runner_up_votes,margin,total_votes_in_file,results,color,display_name,eligible_voters,appeared_voters,allocated_ballots,used_ballots,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,available_vote_sum_66,valid_ballots_gap_from_available_votes_66,turnout_rate,used_ballot_rate,valid_rate,invalid_rate,no_vote_rate,remaining_rate,winner_share,runner_up_share,margin_rate,competitiveness,vote_mismatch,abs_vote_mismatch,ballot_equation_error,allocation_equation_error,appeared_used_error,audit_level,audit_category,serious_flags,warning_flags,rule_flags,serious_flag_count,warning_flag_count,rule_flag_count,z_anomaly_score,max_abs_z,isolation_forest_label,isolation_forest_score,combined_anomaly_score
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลแม่อาย_แม่อาย_NA_11,2566,partylist,normal_precinct,แม่อาย,แม่อาย,,11,,20.02205,99.27955,ก้าวไกล,,87,เพื่อไทย,75,12,175,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 87}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 75}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 6}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 5}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / แม่อาย / แม่อาย / หน่วย 11,250,210,,210,197,12,1,,175,22,0.84,,0.938095238,0.057142857,0.004761905,,0.497142857,0.428571429,0.068571429,0.931428571,22,22,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_1,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,1,,19.75022,99.14504,ก้าวไกล,,253,รวมไทยสร้างชาติ,44,209,361,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 253}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 44}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 32}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 9}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 9}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 4}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 2}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 1,1004,743,,743,699,33,11,,361,338,0.740039841,,0.940780619,0.044414536,0.014804845,,0.700831025,0.121883657,0.578947368,0.421052632,338,338,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_2,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,2,,19.738447,99.141896,ก้าวไกล,,291,เพื่อไทย,264,27,634,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 291}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 264}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 53}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 10}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 3}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 2,1011,692,,692,652,16,24,,634,18,0.684470821,,0.942196532,0.023121387,0.034682081,,0.458990536,0.416403785,0.042586751,0.957413249,18,18,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_3,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,3,,19.74607,99.129013,เพื่อไทย,,314,ก้าวไกล,287,27,675,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 314}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 287}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 51}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 6}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 5}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 3,1018,752,,752,704,40,8,,675,29,0.73870334,,0.936170213,0.053191489,0.010638298,,0.465185185,0.425185185,0.04,0.96,29,29,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_4,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,4,,19.74607,99.129013,ก้าวไกล,,239,เพื่อไทย,201,38,493,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 239}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 201}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 28}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 6}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 3}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 4,749,578,,578,529,49,0,,493,36,0.771695594,,0.915224913,0.084775087,0,,0.484787018,0.407707911,0.077079108,0.922920892,36,36,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_5,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,5,,19.74607,99.129013,เพื่อไทย,,98,ก้าวไกล,93,5,206,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 98}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 93}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 7}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 1}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 5,333,242,,242,223,14,5,,206,17,0.726726727,,0.921487603,0.05785124,0.020661157,,0.475728155,0.451456311,0.024271845,0.975728155,17,17,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_6,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,6,,19.74607,99.129013,เพื่อไทย,,174,ก้าวไกล,111,63,327,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 174}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 111}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 32}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 5}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 6,479,379,,379,360,18,1,,327,33,0.791231733,,0.949868074,0.047493404,0.002638522,,0.532110092,0.339449541,0.19266055,0.80733945,33,33,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_7,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,7,,19.758772,99.150931,เพื่อไทย,,224,ก้าวไกล,203,21,464,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 224}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 203}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 13}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 9}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 6}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 4}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 3}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 7,674,517,,517,492,22,3,,464,28,0.767062315,,0.951644101,0.042553191,0.005802708,,0.482758621,0.4375,0.045258621,0.954741379,28,28,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_8,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,8,,19.759837,99.116711,ก้าวไกล,,163,เพื่อไทย,53,110,273,"[{""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 163}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 53}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 35}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 7}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 6}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 5}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[255, 120, 0, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 8,608,411,,411,378,25,8,,273,105,0.675986842,,0.919708029,0.060827251,0.01946472,,0.597069597,0.194139194,0.402930403,0.597069597,105,105,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_ท้องถิ่นเทศบาลตำบลไชยปราการ_ปงตำ_NA_9,2566,partylist,normal_precinct,ไชยปราการ,ปงตำ,,9,,19.765132,99.125962,เพื่อไทย,,60,ก้าวไกล,36,24,114,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 60}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 36}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 5}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 4}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / ปงตำ / หน่วย 9,186,135,,135,134,0,1,,114,20,0.725806452,,0.992592593,0,0.007407407,,0.526315789,0.315789474,0.210526316,0.789473684,20,20,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_1,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,1,,19.72338,99.17808,เพื่อไทย,,205,ก้าวไกล,181,24,452,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 205}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 181}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 37}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 4}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 4}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 1,657,529,,529,493,31,5,,452,41,0.805175038,,0.93194707,0.058601134,0.009451796,,0.453539823,0.400442478,0.053097345,0.946902655,41,41,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_2,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,2,,19.7361,99.1784,เพื่อไทย,,228,ก้าวไกล,149,79,411,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 228}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 149}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 20}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 9}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 2,605,469,,469,441,23,5,,411,30,0.775206612,,0.940298507,0.049040512,0.010660981,,0.554744526,0.362530414,0.192214112,0.807785888,30,30,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_3,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,3,,19.715246,99.241932,เพื่อไทย,,239,ก้าวไกล,130,109,402,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 239}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 130}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 19}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 7}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 3,578,470,,470,436,31,3,,402,34,0.813148789,,0.927659574,0.065957447,0.006382979,,0.594527363,0.323383085,0.271144279,0.728855721,34,34,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_4,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,4,,19.726813,99.187084,เพื่อไทย,,270,ก้าวไกล,223,47,588,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 270}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 223}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 55}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 16}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 5}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 5}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 4,968,730,,730,682,41,7,,588,94,0.754132231,,0.934246575,0.056164384,0.009589041,,0.459183673,0.379251701,0.079931973,0.920068027,94,94,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_5,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,5,,19.714955,99.21523,รวมไทยสร้างชาติ,,129,เพื่อไทย,127,2,389,"[{""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 129}, {""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 127}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 115}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 12}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 2}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 1}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[25, 25, 112, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 5,684,535,,535,498,32,5,,389,109,0.782163743,,0.930841121,0.059813084,0.009345794,,0.331619537,0.326478149,0.005141388,0.994858612,109,109,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_6,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,6,,19.736854,99.163738,เพื่อไทย,,180,ก้าวไกล,156,24,387,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 180}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 156}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 32}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 11}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 6}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 2}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 0}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 0}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 6,554,447,,447,411,32,4,,387,24,0.806859206,,0.919463087,0.071588367,0.008948546,,0.465116279,0.403100775,0.062015504,0.937984496,24,24,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
50_เชียงใหม่_7_อำเภอไชยปราการ_แม่ทะลบ_NA_7,2566,partylist,normal_precinct,ไชยปราการ,แม่ทะลบ,,7,,19.734355,99.181351,เพื่อไทย,,158,ก้าวไกล,141,17,318,"[{""party_no"": 9, ""party"": ""เพื่อไทย"", ""votes"": 158}, {""party_no"": 1, ""party"": ""ก้าวไกล"", ""votes"": 141}, {""party_no"": 7, ""party"": ""ภูมิใจไทย"", ""votes"": 10}, {""party_no"": 8, ""party"": ""รวมไทยสร้างชาติ"", ""votes"": 5}, {""party_no"": 10, ""party"": ""เสรีรวมไทย"", ""votes"": 2}, {""party_no"": 11, ""party"": ""ไทยสร้างไทย"", ""votes"": 1}, {""party_no"": 5, ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""party_no"": 2, ""party"": ""ชาติพัฒนากล้า"", ""votes"": 0}, {""party_no"": 3, ""party"": ""ชาติไทยพัฒนา"", ""votes"": 0}, {""party_no"": 4, ""party"": ""ประชาชาติ"", ""votes"": 0}, {""party_no"": 6, ""party"": ""พลังประชารัฐ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2566 / partylist / ไชยปราการ / แม่ทะลบ / หน่วย 7,460,363,,363,343,16,4,,318,25,0.789130435,,0.944903581,0.044077135,0.011019284,,0.496855346,0.443396226,0.053459119,0.946540881,25,25,0,,0,not_run_for_66,year66_prepared_final_only,,available_vote_columns_do_not_sum_to_official_valid_ballots,available_vote_columns_do_not_sum_to_official_valid_ballots,0,1,1,,,not_run_for_66,,
