unit_index,year,election_type,unit_type,district,subdistrict,village_no,precinct_no,set_no,latitude,longitude,winner_party,winner_candidate,winner_votes,runner_up_party,runner_up_votes,margin,total_votes_in_file,results,color,display_name,eligible_voters,appeared_voters,allocated_ballots,used_ballots,valid_ballots,invalid_ballots,no_vote_ballots,remaining_ballots,available_vote_sum_66,valid_ballots_gap_from_available_votes_66,turnout_rate,used_ballot_rate,valid_rate,invalid_rate,no_vote_rate,remaining_rate,winner_share,runner_up_share,margin_rate,competitiveness,vote_mismatch,abs_vote_mismatch,ballot_equation_error,allocation_equation_error,appeared_used_error,audit_level,audit_category,serious_flags,warning_flags,rule_flags,serious_flag_count,warning_flag_count,rule_flag_count,z_anomaly_score,max_abs_z,isolation_forest_label,isolation_forest_score,combined_anomaly_score
50_เชียงใหม่_7_ฝาง_แม่สูน_3_4,2569,constituency,normal_precinct,ฝาง,แม่สูน,3,4,,19.844724,99.167406,ประชาชน,นายสมดุลย์ อุตเจริญ,90,เพื่อไทย,59,31,295,"[{""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 90}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 59}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 55}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 33}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 32}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 8}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 8}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 6}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}]","[255, 120, 0, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 3 / หน่วย 4,485,328,460,328,295,16,17,132,,,0.67628866,0.713043478,0.899390244,0.048780488,0.051829268,0.286956522,0.305084746,0.2,0.105084746,0.894915254,0,0,0,0,0,normal,normal,,,,0,0,0,0.352098941,1.247610755,normal,0.404154254,0.460026544
50_เชียงใหม่_7_ฝาง_แม่สูน_3_5,2569,constituency,normal_precinct,ฝาง,แม่สูน,3,5,,19.848363,99.137597,ประชาชน,นายสมดุลย์ อุตเจริญ,85,เพื่อไทย,79,6,297,"[{""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 85}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 79}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 50}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 37}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 18}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 11}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 10}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 3}]","[255, 120, 0, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 3 / หน่วย 5,481,334,460,334,297,10,27,126,,,0.694386694,0.726086957,0.889221557,0.02994012,0.080838323,0.273913043,0.286195286,0.265993266,0.02020202,0.97979798,0,0,0,0,0,review,statistical_review,,,,0,0,0,0.661455367,2.859120797,normal,0.524042469,1.169092345
50_เชียงใหม่_7_ฝาง_แม่สูน_4_6,2569,constituency,normal_precinct,ฝาง,แม่สูน,4,6,,19.809437,99.162985,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,151,เพื่อไทย,99,52,418,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 151}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 99}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 86}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 51}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 15}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 5}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 5}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 2}]","[60, 179, 113, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 4 / หน่วย 6,620,449,580,449,418,13,18,131,,,0.724193548,0.774137931,0.930957684,0.028953229,0.040089087,0.225862069,0.361244019,0.236842105,0.124401914,0.875598086,0,0,0,0,0,normal,normal,,,,0,0,0,0.302916201,0.900355448,normal,0.385459031,0.348513608
50_เชียงใหม่_7_ฝาง_แม่สูน_5_7,2569,constituency,normal_precinct,ฝาง,แม่สูน,5,7,,19.829338,99.170443,ประชาชน,นายสมดุลย์ อุตเจริญ,97,เพื่อไทย,66,31,275,"[{""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 97}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 66}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 43}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 34}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 16}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 7}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 6}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}]","[255, 120, 0, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 5 / หน่วย 7,405,293,400,293,275,5,13,107,,,0.72345679,0.7325,0.938566553,0.017064846,0.044368601,0.2675,0.352727273,0.24,0.112727273,0.887272727,0,0,0,0,0,normal,normal,,,,0,0,0,0.403590901,1.26955735,normal,0.416001964,0.551018973
50_เชียงใหม่_7_ฝาง_แม่สูน_6_8,2569,constituency,normal_precinct,ฝาง,แม่สูน,6,8,,19.856879,99.176465,เพื่อไทย,นายนิธิกร วุฒินันชัย,84,กล้าธรรม,73,11,290,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 84}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 73}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 53}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 45}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 22}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 7}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 1}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 6 / หน่วย 8,425,310,420,310,290,13,7,110,,,0.729411765,0.738095238,0.935483871,0.041935484,0.022580645,0.261904762,0.289655172,0.251724138,0.037931034,0.962068966,0,0,0,0,0,normal,normal,,,,0,0,0,0.390834428,1.02975011,normal,0.401440628,0.489714755
50_เชียงใหม่_7_ฝาง_แม่สูน_7_9,2569,constituency,normal_precinct,ฝาง,แม่สูน,7,9,,19.863118,99.178494,เพื่อไทย,นายนิธิกร วุฒินันชัย,100,ประชาชน,64,36,286,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 100}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 64}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 60}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 27}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 17}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 7}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 6}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 7 / หน่วย 9,422,298,420,298,286,6,6,122,,,0.706161137,0.70952381,0.959731544,0.020134228,0.020134228,0.29047619,0.34965035,0.223776224,0.125874126,0.874125874,0,0,0,0,0,normal,normal,,,,0,0,0,0.40329649,1.513238222,normal,0.432601007,0.606066058
50_เชียงใหม่_7_ฝาง_แม่สูน_7_10,2569,constituency,normal_precinct,ฝาง,แม่สูน,7,10,,19.837698,99.171481,เพื่อไทย,นายนิธิกร วุฒินันชัย,98,ประชาชน,69,29,275,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 98}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 69}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 41}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 29}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 21}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 6}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 5}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 2}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 7 / หน่วย 10,417,297,400,297,275,8,14,103,,,0.712230216,0.7425,0.925925926,0.026936027,0.047138047,0.2575,0.356363636,0.250909091,0.105454545,0.894545455,0,0,0,0,0,normal,normal,,,,0,0,0,0.336164995,0.987004196,normal,0.391989547,0.403535257
50_เชียงใหม่_7_ฝาง_แม่สูน_8_11,2569,constituency,normal_precinct,ฝาง,แม่สูน,8,11,,19.842483,99.161979,เพื่อไทย,นายนิธิกร วุฒินันชัย,39,กล้าธรรม,18,21,92,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 39}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 18}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 14}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 14}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 3}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 2}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 0}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 8 / หน่วย 11,119,96,120,96,92,2,2,24,,,0.806722689,0.8,0.958333333,0.020833333,0.020833333,0.2,0.423913043,0.195652174,0.22826087,0.77173913,0,0,0,0,0,normal,normal,,,,0,0,0,0.507338452,1.468265866,normal,0.468397249,0.829453306
50_เชียงใหม่_7_ฝาง_แม่สูน_9_12,2569,constituency,normal_precinct,ฝาง,แม่สูน,9,12,,19.842434,99.161884,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,68,เพื่อไทย,65,3,259,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 68}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 65}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 64}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 36}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 9}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 8}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 3}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 2}]","[60, 179, 113, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 9 / หน่วย 12,414,273,400,273,259,5,9,127,,,0.65942029,0.6825,0.948717949,0.018315018,0.032967033,0.3175,0.262548263,0.250965251,0.011583012,0.988416988,0,0,0,0,0,normal,normal,,,,0,0,0,0.541797373,1.286403446,normal,0.473076492,0.879512906
50_เชียงใหม่_7_ฝาง_แม่สูน_9_13,2569,constituency,normal_precinct,ฝาง,แม่สูน,9,13,,19.842388,99.161842,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,73,ประชาชน,58,15,269,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 73}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 58}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 57}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 44}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 24}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 6}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 5}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[60, 179, 113, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 9 / หน่วย 13,421,285,400,285,269,9,7,115,,,0.67695962,0.7125,0.943859649,0.031578947,0.024561404,0.2875,0.271375465,0.215613383,0.055762082,0.944237918,0,0,0,0,0,normal,normal,,,,0,0,0,0.431232433,1.202825831,normal,0.427068452,0.615556368
50_เชียงใหม่_7_ฝาง_แม่สูน_10_14,2569,constituency,normal_precinct,ฝาง,แม่สูน,10,14,,19.860841,99.138594,พลังประชารัฐ,นายไกร ดาบธรรม,136,กล้าธรรม,105,31,505,"[{""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 136}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 105}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 101}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 99}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 29}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 18}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 10}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 3}]","[0, 80, 180, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 10 / หน่วย 14,768,553,740,553,505,20,28,187,,,0.720052083,0.747297297,0.913200723,0.036166365,0.050632911,0.252702703,0.269306931,0.207920792,0.061386139,0.938613861,0,0,0,0,0,normal,normal,,,,0,0,0,0.409007275,1.222411101,normal,0.42709379,0.593415688
50_เชียงใหม่_7_ฝาง_แม่สูน_11_15,2569,constituency,normal_precinct,ฝาง,แม่สูน,11,15,,19.847123,99.112504,เพื่อไทย,นายนิธิกร วุฒินันชัย,109,ประชาชน,92,17,340,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 109}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 92}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 75}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 26}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 15}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 15}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 4}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 4}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 0}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 11 / หน่วย 15,544,376,520,376,340,17,19,144,,,0.691176471,0.723076923,0.904255319,0.045212766,0.050531915,0.276923077,0.320588235,0.270588235,0.05,0.95,0,0,0,0,0,normal,normal,,,,0,0,0,0.347316234,1.175540223,normal,0.397436585,0.432847013
50_เชียงใหม่_7_ฝาง_แม่สูน_12_16,2569,constituency,normal_precinct,ฝาง,แม่สูน,12,16,,19.834716,99.166868,เพื่อไทย,นายนิธิกร วุฒินันชัย,81,ประชาชน,70,11,271,"[{""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 81}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 70}, {""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 50}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 36}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 13}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 10}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 5}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 4}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 2}]","[220, 20, 60, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 12 / หน่วย 16,394,283,380,283,271,6,6,97,,,0.718274112,0.744736842,0.957597173,0.021201413,0.021201413,0.255263158,0.298892989,0.258302583,0.040590406,0.959409594,0,0,0,0,0,normal,normal,,,,0,0,0,0.510245348,1.444587842,normal,0.441718573,0.74341304
50_เชียงใหม่_7_ฝาง_แม่สูน_13_17,2569,constituency,normal_precinct,ฝาง,แม่สูน,13,17,,19.83155,99.1389,กล้าธรรม,นายการุณย์ คูเจริญชัยกุล,61,พลังประชารัฐ,47,14,219,"[{""candidate_no"": 5, ""candidate"": ""นายการุณย์ คูเจริญชัยกุล"", ""party"": ""กล้าธรรม"", ""votes"": 61}, {""candidate_no"": 7, ""candidate"": ""นายไกร ดาบธรรม"", ""party"": ""พลังประชารัฐ"", ""votes"": 47}, {""candidate_no"": 6, ""candidate"": ""นายนิธิกร วุฒินันชัย"", ""party"": ""เพื่อไทย"", ""votes"": 45}, {""candidate_no"": 2, ""candidate"": ""นายสมดุลย์ อุตเจริญ"", ""party"": ""ประชาชน"", ""votes"": 44}, {""candidate_no"": 1, ""candidate"": ""นายอดุลย์ บุญใส"", ""party"": ""ภูมิใจไทย"", ""votes"": 13}, {""candidate_no"": 9, ""candidate"": ""นายชาญวิทยายุทธ์ อินทร์แก้ว"", ""party"": ""ประชากรไทย"", ""votes"": 6}, {""candidate_no"": 8, ""candidate"": ""นายพิสัณห์ อุปนันท์"", ""party"": ""เศรษฐกิจ"", ""votes"": 2}, {""candidate_no"": 4, ""candidate"": ""นายสันติ ตันสุหัช"", ""party"": ""ก้าวอิสระ"", ""votes"": 1}, {""candidate_no"": 3, ""candidate"": ""นายเกรียงกมล ศรีมา"", ""party"": ""ประชาธิปัตย์"", ""votes"": 0}]","[60, 179, 113, 190]",ปี 2569 / constituency / ฝาง / แม่สูน / 13 / หน่วย 17,349,243,340,243,219,17,7,97,,,0.696275072,0.714705882,0.901234568,0.069958848,0.028806584,0.285294118,0.278538813,0.214611872,0.063926941,0.936073059,0,0,0,0,0,normal,normal,,,,0,0,0,0.264270165,1.1350019,normal,0.404438936,0.373146902
